method_name	method_name_f	error_message	num	pct	example_dataset
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 9"	6	0.011904761904761904	real/germline-human-male_li
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 90"	1	0.001984126984126984	trifurcating_6
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Target dimensionality reduced to 4.
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 48"	4	0.007936507936507936	linear_long_11
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Target dimensionality reduced to 5.
Building lNN graph...
lNN computed in : 0.01 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 603"	4	0.007936507936507936	consecutive_bifurcating_10
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Target dimensionality reduced to 50.
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 177"	1	0.001984126984126984	bifurcating_loop_7
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Target dimensionality reduced to 50.
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 44"	1	0.001984126984126984	bifurcating_loop_7
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Target dimensionality reduced to 50.
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 73"	1	0.001984126984126984	bifurcating_loop_7
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Target dimensionality reduced to 50.
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 83"	1	0.001984126984126984	bifurcating_loop_7
Wishbone	Wishbone	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
-- error --
/software/shared/apps/x86_64/python/3.5.1/lib/python3.5/site-packages/numpy/lib/function_base.py:4392: RuntimeWarning: invalid value encountered in multiply
  x2 = take(ap, indices_above, axis=axis) * weights_above
/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py:229: RuntimeWarning: invalid value encountered in greater_equal
  tailband = np.where(dijkstra_dist_matrix>=np.percentile(dijkstra_dist_matrix, 85))[0]
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 232, in _trajectory_landmarks
    tailband_sample = np.random.choice( tailband, size=tailk, replace=False)
  File ""mtrand.pyx"", line 1121, in mtrand.RandomState.choice
ValueError: a must be non-empty"	4	0.007936507936507936	real/mesoderm-development_loh
Wishbone	Wishbone	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 103"	1	0.001984126984126984	bifurcating_converging_6
Wishbone	Wishbone	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 15"	3	0.005952380952380952	bifurcating_converging_6
Wishbone	Wishbone	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 157"	3	0.005952380952380952	trifurcating_6
Wishbone	Wishbone	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 180"	1	0.001984126984126984	linear_long_4
Wishbone	Wishbone	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 21"	1	0.001984126984126984	trifurcating_3
Wishbone	Wishbone	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 214"	3	0.005952380952380952	converging_7
